-21836857344,1331.0898,16.611013
-21763096576,1331.0406,16.610399
-21689434112,1330.9914,16.609785
-21615804416,1330.9422,16.609171
-21542305792,1330.893,16.608556
-21468839936,1330.8437,16.607942
-21395406848,1330.7945,16.607328
-21322104832,1330.7453,16.606714
-21248802816,1330.6961,16.606099
-21175566336,1330.6468,16.605485
-21102395392,1330.5976,16.604871
-21029257216,1330.5484,16.604257
-20956151808,1330.4992,16.603642
-20883079168,1330.45,16.603028
-20810039296,1330.4007,16.602414
-20736999424,1330.3515,16.6018
-20664025088,1330.3023,16.601185
-20591050752,1330.2531,16.600571
-20518076416,1330.2038,16.599957
-20445102080,1330.1546,16.599343
-20372127744,1330.1054,16.598728
-20299186176,1330.0562,16.598114
-20226179072,1330.007,16.5975
-20153204736,1329.9577,16.596886
-20080164864,1329.9085,16.596271
-20007190528,1329.8593,16.595657
-19934150656,1329.8101,16.595043
-19861045248,1329.7608,16.594429
-19787907072,1329.7116,16.593814
-19714834432,1329.6624,16.5932
-19641663488,1329.6132,16.592586
-19568427008,1329.564,16.591972
-19495223296,1329.5147,16.591357
-19421921280,1329.4655,16.590743
-19348586496,1329.4163,16.590129
-19275218944,1329.3671,16.589515
-19201884160,1329.3179,16.5889
-19128418304,1329.2686,16.588286
-19054952448,1329.2194,16.587672
-18981486592,1329.1702,16.587058
-18907955200,1329.121,16.586443
-18834391040,1329.0717,16.585829
-18760794112,1329.0225,16.585215
-18687197184,1328.9733,16.5846
-18613600256,1328.9241,16.583986
-18539970560,1328.8749,16.583372
-18466275328,1328.8256,16.582758
-18392678400,1328.7764,16.582143
-18319015936,1328.7272,16.581529
-18245386240,1328.678,16.580915
-18171756544,1328.6287,16.580301
-18098257920,1328.5795,16.579686
-18024660992,1328.5303,16.579072
-17951096832,1328.4811,16.578458
-17877598208,1328.4319,16.577844
-17804132352,1328.3826,16.577229
-17730732032,1328.3334,16.576615
-17657397248,1328.2842,16.576001
-17584095232,1328.235,16.575387
-17510924288,1328.1857,16.574772
-17437786112,1328.1365,16.574158
-17364779008,1328.0873,16.573544
-17291837440,1328.0381,16.57293
-17218994176,1327.9889,16.572315
-17146281984,1327.9396,16.571701
-17073668096,1327.8904,16.571087
-17001218048,1327.8412,16.570473
-16928866304,1327.792,16.569858
-16856612864,1327.7428,16.569244
-16784556032,1327.6935,16.56863
-16712597504,1327.6443,16.568016
-16640835584,1327.5951,16.567401
-16569237504,1327.5459,16.566787
-16497704960,1327.4966,16.566173
-16426434560,1327.4474,16.565559
-16355295232,1327.3982,16.564944
-16284319744,1327.349,16.56433
-16213508096,1327.2998,16.563716
-16142860288,1327.2505,16.563102
-16072376320,1327.2013,16.562487
-16002088960,1327.1521,16.561873
-15931998208,1327.1029,16.561259
-15862071296,1327.0536,16.560645
-15792340992,1327.0044,16.56003
-15722708992,1326.9552,16.559416
-15653339136,1326.906,16.558802
-15584100352,1326.8568,16.558188
-15515058176,1326.8075,16.557573
-15446147072,1326.7583,16.556959
-15377399808,1326.7091,16.556345
-15308849152,1326.6599,16.555731
-15240462336,1326.6106,16.555116
-15172206592,1326.5614,16.554502
-15104049152,1326.5122,16.553888
-15036153856,1326.463,16.553274
-14968324096,1326.4138,16.552659
-14900658176,1326.3645,16.552045
-14833123328,1326.3153,16.551431
-14765752320,1326.2661,16.550817
-14698446848,1326.2169,16.550202
-14631305216,1326.1676,16.549588
-14564261888,1326.1184,16.548974
-14497349632,1326.0692,16.54836
-14430535680,1326.02,16.547745
-14363820032,1325.9708,16.547131
-14297169920,1325.9215,16.546517
-14230683648,1325.8723,16.545903
-14164230144,1325.8231,16.545288
-14097874944,1325.7739,16.544674
-14031585280,1325.7247,16.54406
-13965426688,1325.6754,16.543446
-13899333632,1325.6262,16.542831
-13833273344,1325.577,16.542217
-13767311360,1325.5278,16.541603
-13701414912,1325.4785,16.540989
-13635518464,1325.4293,16.540374
-13569720320,1325.3801,16.53976
-13504020480,1325.3309,16.539146
-13438353408,1325.2817,16.538532
-13372751872,1325.2324,16.537917
-13307183104,1325.1832,16.537303
-13241712640,1325.134,16.536689
-13176307712,1325.0848,16.536075
-13110935552,1325.0355,16.53546
-13045661696,1324.9863,16.534846
-12980420608,1324.9371,16.534232
-12915212288,1324.8879,16.533618
-12850167808,1324.8387,16.533003
-12785156096,1324.7894,16.532389
-12720209920,1324.7402,16.531775
-12655362048,1324.691,16.531161
-12590579712,1324.6418,16.530546
-12525895680,1324.5925,16.529932
-12461342720,1324.5433,16.529318
-12396855296,1324.4941,16.528703
-12332466176,1324.4449,16.528089
-12268240896,1324.3957,16.527475
-12204048384,1324.3464,16.526861
-12139986944,1324.2972,16.526246
-12076154880,1324.248,16.525632
-12012388352,1324.1988,16.525018
-11948752896,1324.1496,16.524404
-11885281280,1324.1003,16.523789
-11822006272,1324.0511,16.523175
-11758829568,1324.0019,16.522561
-11695816704,1323.9527,16.521947
-11632967680,1323.9034,16.521332
-11570315264,1323.8542,16.520718
-11507892224,1323.805,16.520104
-11445600256,1323.7558,16.51949
-11383504896,1323.7066,16.518875
-11321573376,1323.6573,16.518261
-11259969536,1323.6081,16.517647
-11198464000,1323.5589,16.517033
-11137187840,1323.5097,16.516418
-11076141056,1323.4604,16.515804
-11015323648,1323.4112,16.51519
-10954702848,1323.362,16.514576
-10894344192,1323.3128,16.513961
-10834149376,1323.2636,16.513347
-10774249472,1323.2143,16.512733
-10714578944,1323.1651,16.512119
-10655072256,1323.1159,16.511504
-10595827712,1323.0667,16.51089
-10536845312,1323.0174,16.510276
-10478059520,1322.9682,16.509662
-10419535872,1322.919,16.509047
-10361241600,1322.8698,16.508433
-10303143936,1322.8206,16.507819
-10245308416,1322.7713,16.507205
-10187702272,1322.7221,16.50659
-10130292736,1322.6729,16.505976
-10073112576,1322.6237,16.505362
-10016129024,1322.5745,16.504748
-9959407616,1322.5252,16.504133
-9902850048,1322.476,16.503519
-9846521856,1322.4268,16.502905
-9790390272,1322.3776,16.502291
-9734488064,1322.3283,16.501676
-9678716928,1322.2791,16.501062
-9623175168,1322.2299,16.500448
-9567797248,1322.1807,16.499834
-9512648704,1322.1315,16.499219
-9457598464,1322.0822,16.498605
-9402744832,1322.033,16.497991
-9348055040,1321.9838,16.497377
-9293561856,1321.9346,16.496762
-9239232512,1321.8853,16.496148
-9184968704,1321.8361,16.495534
-9130901504,1321.7869,16.49492
-9076932608,1321.7377,16.494305
-9023193088,1321.6885,16.493691
-8969519104,1321.6392,16.493077
-8915976192,1321.59,16.492463
-8862531584,1321.5408,16.491848
-8809250816,1321.4916,16.491234
-8756133888,1321.4423,16.49062
-8703049728,1321.3931,16.490006
-8650129408,1321.3439,16.489391
-8597274624,1321.2947,16.488777
-8544583680,1321.2455,16.488163
-8491958272,1321.1962,16.487549
-8439463936,1321.147,16.486934
-8387100672,1321.0978,16.48632
-8334802944,1321.0486,16.485706
-8282636288,1320.9993,16.485092
-8230600704,1320.9501,16.484477
-8178663424,1320.9009,16.483863
-8126824448,1320.8517,16.483249
-8075116544,1320.8025,16.482635
-8023474176,1320.7532,16.48202
-7972028416,1320.704,16.481406
-7920680960,1320.6548,16.480792
-7869431808,1320.6056,16.480178
-7818346496,1320.5564,16.479563
-7767425024,1320.5071,16.478949
-7716601856,1320.4579,16.478335
-7665909760,1320.4087,16.477721
-7615381504,1320.3595,16.477106
-7565017088,1320.3102,16.476492
-7514816512,1320.261,16.475878
-7464747008,1320.2118,16.475264
-7414906880,1320.1626,16.474649
-7365230592,1320.1134,16.474035
-7315718144,1320.0641,16.473421
-7266402304,1320.0149,16.472806
-7217283072,1319.9657,16.472192
-7168360448,1319.9165,16.471578
-7119634432,1319.8672,16.470964
-7071170560,1319.818,16.470349
-7022870528,1319.7688,16.469735
-6974799872,1319.7196,16.469121
-6926991360,1319.6704,16.468507
-6879412224,1319.6211,16.467892
-6832062464,1319.5719,16.467278
-6784909312,1319.5227,16.466664
-6738051072,1319.4735,16.46605
-6691487744,1319.4242,16.465435
-6645088256,1319.375,16.464821
-6598983680,1319.3258,16.464207
-6553141248,1319.2766,16.463593
-6507560960,1319.2274,16.462978
-6462242816,1319.1781,16.462364
-6417219584,1319.1289,16.46175
-6372392960,1319.0797,16.461136
-6327861248,1319.0305,16.460521
-6283657216,1318.9813,16.459907
-6239682560,1318.932,16.459293
-6195937280,1318.8828,16.458679
-6152519680,1318.8336,16.458064
-6109331456,1318.7844,16.45745
-6066405376,1318.7351,16.456836
-6023741440,1318.6859,16.456222
-5981372416,1318.6367,16.455607
-5939232768,1318.5875,16.454993
-5897322496,1318.5383,16.454379
-5855739904,1318.489,16.453765
-5814321152,1318.4398,16.45315
-5773164544,1318.3906,16.452536
-5732237312,1318.3414,16.451922
-5691539456,1318.2921,16.451308
-5651103744,1318.2429,16.450693
-5610831872,1318.1937,16.450079
-5570822144,1318.1445,16.449465
-5530976256,1318.0953,16.448851
-5491359744,1318.046,16.448236
-5452005376,1317.9968,16.447622
-5412716544,1317.9476,16.447008
-5373689856,1317.8984,16.446394
-5334827008,1317.8491,16.445779
-5296160768,1317.7999,16.445165
-5257625600,1317.7507,16.444551
-5219287040,1317.7015,16.443937
-5181079552,1317.6523,16.443322
-5143003136,1317.603,16.442708
-5105156096,1317.5538,16.442094
